product_code,pdf_page,image_file,pdf_image_xref,image_y,model_hint
K-23486IN-4ND-BRD,144,K-23486IN-4ND-BRD.jpeg,4128,412.9,Single-control
K-23496IN-4SL-BRD,144,K-23496IN-4SL-BRD.jpeg,4132,462.9,Recessed
K-23511IN-BRD,144,K-23511IN-BRD.jpeg,4136,521.5,Bath
K-23512IN-BRD,144,K-23512IN-BRD.jpeg,4140,564.8,Bath
K-5684IN-4ND-BRD,144,K-5684IN-4ND-BRD.jpeg,4152,743.2,Single-control
K-72328IN-4SL-BRD,145,K-72328IN-4SL-BRD.jpeg,4168,140.5,Recessed
K-72298IN-4ND-BRD,145,K-72298IN-4ND-BRD.jpeg,4172,220.9,Single-control
K-72275IN-4ND-BRD,145,K-72275IN-4ND-BRD.jpeg,4176,280.5,Single-control
K-5683IN-4ND-BRD,145,K-5683IN-4ND-BRD.jpeg,4180,329.3,Wall
K-72290IN-4SL-BRD,145,K-72290IN-4SL-BRD.jpeg,4192,444.0,Recessed
K-38894IN-4ND-BRD,145,K-38894IN-4ND-BRD.jpeg,4196,524.1,Single-control
K-38893IN-4ND-BRD,145,K-38893IN-4ND-BRD.jpeg,4200,585.2,Single-control
K-38895IN-4ND-BRD,145,K-38895IN-4ND-BRD.jpeg,4204,636.5,Single-control
K-38887IN-4ND-BRD,146,K-38887IN-4ND-BRD.jpeg,4224,80.1,Single-control
K-38886IN-4ND-BRD,146,K-38886IN-4ND-BRD.jpeg,4228,149.5,Single-control
K-38888IN-4ND-BRD,146,K-38888IN-4ND-BRD.jpeg,4232,203.2,Single-control
K-38889IN-4FS-BRD,146,K-38889IN-4FS-BRD.jpeg,4240,323.7,Recessed
K-38891IN-BRD,146,K-38891IN-BRD.jpeg,4244,388.2,Bath
K-38892IN-BRD,146,K-38892IN-BRD.jpeg,4248,439.3,Bath
K-26297IN-BRD,146,K-26297IN-BRD.jpeg,4256,599.0,453mm
K-9302IN-CL-BRD,146,K-9302IN-CL-BRD.jpeg,4260,668.6,330mm
K-26296IN-BRD,146,K-26296IN-BRD.jpeg,4264,729.9,353mm
K-26294IN-BRD,147,K-26294IN-BRD.jpeg,4272,76.5,353mm
K-38629IN-BRD,147,K-38629IN-BRD.jpeg,4276,145.6,305mm
K-26856IN-BRD,147,K-26856IN-BRD.jpeg,4280,193.4,305mm
K-26855IN-BRD,147,K-26855IN-BRD.jpeg,4284,251.4,254mm
K-38973IN-BRD,147,K-38973IN-BRD.jpeg,4288,313.0,254mm
K-39507IN-BRD,147,K-39507IN-BRD.jpeg,4292,374.6,254mm
K-26290IN-BRD,147,K-26290IN-BRD.jpeg,3646,455.9,202mm
K-38972IN-BRD,147,K-38972IN-BRD.jpeg,4296,516.8,203mm
K-34098IN-BRD,147,K-34098IN-BRD.jpeg,4300,601.2,Shoulder
K-34099IN-BRD,147,K-34099IN-BRD.jpeg,4304,659.7,Shoulder
K-26300IN-BRD,147,K-26300IN-BRD.jpeg,4308,716.7,Oblong
K-8002IN-BRD,148,K-8002IN-BRD.jpeg,4316,75.7,54-nozzle
K-26299IN-BRD,148,K-26299IN-BRD.jpeg,4320,150.4,Round
K-28694IN-BRD,148,K-28694IN-BRD.jpeg,4324,223.1,Round
K-28695IN-BRD,148,K-28695IN-BRD.jpeg,4328,296.8,Oblong
K-39502IN-BRD,148,K-39502IN-BRD.jpeg,4332,366.5,Round
K-98445IN-BRD,148,K-98445IN-BRD.jpeg,4336,440.0,Square
K-26350IN-9-BRD,148,K-26350IN-9-BRD.jpeg,4340,544.7,Recessed
K-26348IN-9-BRD,148,K-26348IN-9-BRD.jpeg,4344,603.5,Recessed
K-26347IN-9-BRD,148,K-26347IN-9-BRD.jpeg,4348,662.4,Recessed
K-20741IN-9FP-BRD,149,K-20741IN-9FP-BRD.jpeg,4364,139.8,Thermostatic
K-26324IN-BRD,149,K-26324IN-BRD.jpeg,4368,222.3,482mm
K-26326IN-BRD,149,K-26326IN-BRD.jpeg,4372,269.7,254mm
K-16346IN-BRD,149,K-16346IN-BRD.jpeg,4378,408.0,Wall
K-26318IN-BRD,149,K-26318IN-BRD.jpeg,4382,456.1,Wall
K-16381IN-BRD,149,K-16381IN-BRD.jpeg,4386,531.0,Wall
K-12067IN-BRD,149,K-12067IN-BRD.jpeg,4390,597.7,1.5M
K-99035IN-BRD,149,K-99035IN-BRD.jpeg,4394,653.4,Bracket
K-10386IN-BRD,149,K-10386IN-BRD.jpeg,4398,725.9,Bath
K-10385IN-BRD,150,K-10385IN-BRD.jpeg,4406,72.7,Bath
K-16086IN-4-BRD,150,K-16086IN-4-BRD.jpeg,4410,169.4,(2
K-16094IN-4-BRD,150,K-16094IN-4-BRD.jpeg,4414,250.7,2-way
K-16087IN-4-BRD,150,K-16087IN-4-BRD.jpeg,4418,332.6,In-line
K-20746IN-BRD,150,K-20746IN-BRD.jpeg,4430,564.5,Grid
K-7314IN-BRD,150,K-7314IN-BRD.jpeg,4438,727.6,300mm
K-7275IN-ZZ-BRD,151,K-7275IN-ZZ-BRD.jpeg,4446,95.4,27
K-97258IN-ZZ-BRD,151,K-97258IN-ZZ-BRD.jpeg,4450,175.3,Health
K-25348IN-BRD,151,K-25348IN-BRD.jpeg,4454,270.3,610mm
K-25347IN-BRD,151,K-25347IN-BRD.jpeg,4462,391.3,Towel
K-25428IN-BRD,151,K-25428IN-BRD.jpeg,4466,435.4,Tumbler
K-25346IN-BRD,151,K-25346IN-BRD.jpeg,4470,494.7,Toilet
K-25429IN-BRD,151,K-25429IN-BRD.jpeg,4474,551.9,Soap
K-25349IN-BRD,151,K-25349IN-BRD.jpeg,4478,608.8,Single
K-77748IN-4-VS,157,K-77748IN-4-VS.jpeg,4606,465.9,Touchless
K-72511IN-SD-CP,157,K-72511IN-SD-CP.jpeg,4610,603.9,Pulldown
K-77764IN-SD-VS,157,K-77764IN-SD-VS.jpeg,4612,670.5,Pulldown
K-13963T-C4-VS,157,K-13963T-C4-VS.jpeg,4614,737.3,Pulldown
K-13963T-C4-CP,158,K-13963T-C4-CP.jpeg,4620,66.7,Pulldown
K-562IN-SD-VS,158,K-562IN-SD-VS.jpeg,4622,135.4,Pull-down
K-75373IN-4-CP,158,K-75373IN-4-CP.jpeg,4624,199.1,Tube
K-20593IN-4-CP,158,K-20593IN-4-CP.jpeg,4638,596.5,Wall
K-37315IN-4-CP,158,K-37315IN-4-CP.jpeg,4640,656.8,2
K-99483IN-A4-CP,158,K-99483IN-A4-CP.jpeg,4642,720.0,Single
K-20591IN-4-CP,159,K-20591IN-4-CP.jpeg,4648,73.9,Wall
K-37314IN-4-CP,159,K-37314IN-4-CP.jpeg,4654,201.7,Single
K-20588IN-4-CP,159,K-20588IN-4-CP.jpeg,4656,268.0,Wall
K-99482IN-4-CP,159,K-99482IN-4-CP.jpeg,4660,330.7,Wall
K-29309IN-4-CP,159,K-29309IN-4-CP.jpeg,4662,407.1,Wall
K-29307IN-4-CP,159,K-29307IN-4-CP.jpeg,4664,467.8,Wall
K-29308IN-4-CP,159,K-29308IN-4-CP.jpeg,4666,534.7,Wall
K-20627IN-K-0,161,K-20627IN-K-0.jpeg,4679,115.9,Integrated
K-18777IN-K-0,161,K-18777IN-K-0.jpeg,4681,186.3,Drop-in
K-1709IN-K-0,161,K-1709IN-K-0.jpeg,4683,264.7,Drop-in
K-1404IN-K-0,161,K-1404IN-K-0.jpeg,4685,342.4,Drop-in
K-1704T-Z-0,161,K-1704T-Z-0.jpeg,4687,433.1,Drop-in
K-1707T-Z-0,161,K-1707T-Z-0.jpeg,4691,498.9,1.7M
K-18778T-0,161,K-18778T-0.jpeg,4693,574.0,Drop-in
K-18775T-0,161,K-18775T-0.jpeg,4695,642.6,1670mm
K-15848T-0,161,K-15848T-0.jpeg,4697,721.6,1500mm
K-25164T-0,162,K-25164T-0.jpeg,4706,88.4,1.7M
K-25165T-0,162,K-25165T-0.jpeg,4708,168.7,1.7M
K-97367T-B4-CP,162,K-97367T-B4-CP.jpeg,4712,362.7,Floor
K-73087T-B4-CP,162,K-73087T-B4-CP.jpeg,4714,490.3,Floor
K-97360T-B4-CP,163,K-97360T-B4-CP.jpeg,4726,86.7,Deck-mount
K-73081T-4-CP,163,K-73081T-4-CP.jpeg,4728,156.0,Deck-mount
K-37312IN-B4-CP,163,K-37312IN-B4-CP.jpeg,4730,225.0,3-hole
K-16321IN-SS-0,165,K-16321IN-SS-0.jpeg,4744,123.3,332mm
K-21839T-2ER-0,165,K-21839T-2ER-0.jpeg,4746,227.5,307mm
K-18645IN-SS-0,165,K-18645IN-SS-0.jpeg,4750,328.3,332mm
K-20713IN-ER-7,165,K-20713IN-ER-7.jpeg,4752,430.5,Urinal
K-20713IN-ER-0,165,K-20713IN-ER-0.jpeg,4756,524.6,Urinal
K-4978IN-ER-0,165,K-4978IN-ER-0.jpeg,4760,619.8,Urinal
K-26474IN-ER-0,165,K-26474IN-ER-0.jpeg,4762,713.1,326mm
K-24199IN-C03-CP,166,K-24199IN-C03-CP.jpeg,4772,188.8,chrome
K-24199IN-C01-CP,166,K-24199IN-C01-CP.jpeg,4776,257.3,Urinal
K-16305IN-NA,166,K-16305IN-NA.jpeg,4778,312.5,Power
K-26845IN-NA,166,K-26845IN-NA.jpeg,4780,366.8,AC
K-29937IN-CP,166,K-29937IN-CP.jpeg,4782,451.1,Touchless
EX25998T-NW-CP,166,EX25998T-NW-CP.jpeg,4784,523.9,Wall
K-8399IN-CP,166,K-8399IN-CP.jpeg,4786,584.5,Touchless
K-72866IN-ND-CP,166,K-72866IN-ND-CP.jpeg,4788,668.3,Deck
K-18655IN-ND-CP,166,K-18655IN-ND-CP.jpeg,4790,737.7,Sensor
K-24270IN-ND-CP,167,K-24270IN-ND-CP.jpeg,4800,151.3,Duo
K-18656IN-NDR-CP,167,K-18656IN-NDR-CP.jpeg,4806,298.0,chrome
